Car No,Expense Center,Month,Year,location,lon,lat
858542,0231,DEC,2017,8 GARRISON ST,-71.07962,42.346187
858542,0231,SEP,2018,8 GARRISON ST,-71.07962,42.346187
858542,0231,MAR,2018,8 GARRISON ST,-71.07962,42.346187
858542,0231,DEC,2015,8 GARRISON ST,-71.07962,42.346187
858542,0231,JUL,2015,8 GARRISON ST,-71.07962,42.346187
858568,0231,OCT,2016,8 GARRISON ST,-71.07962,42.346187
858568,0231,JAN,2017,8 GARRISON ST,-71.07962,42.346187
858568,0231,SEP,2017,8 GARRISON ST,-71.07962,42.346187
858568,0231,DEC,2017,8 GARRISON ST,-71.07962,42.346187
858569,0231,AUG,2018,8 GARRISON ST,-71.07962,42.346187
858569,0231,DEC,2017,8 GARRISON ST,-71.07962,42.346187
858569,0231,MAY,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858569,0231,MAR,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858598,0231,APR,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858598,0231,AUG,2017,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858598,0231,FEB,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858619,0231,AUG,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858619,0231,SEP,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858680,0231,MAR,2017,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858680,0231,NOV,2017,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858680,0231,FEB,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858680,0231,JAN,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858680,0231,MAR,2017,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858697,0212,NOV,2016,201 NEWBURY ST,-71.08044,42.35041
858697,0212,APR,2016,201 NEWBURY ST,-71.08044,42.35041
858697,0212,JAN,2017,201 NEWBURY ST,-71.08044,42.35041
858697,0212,NOV,2016,245 SUMMER ST,-71.053832,42.351429
858697,0212,NOV,2018,245 SUMMER ST,-71.053832,42.351429
858699,0212,FEB,2018,245 SUMMER ST,-71.053832,42.351429
858699,0212,NOV,2015,245 SUMMER ST,-71.053832,42.351429
858699,0212,FEB,2016,245 SUMMER ST,-71.053832,42.351429
858699,0212,JUL,2016,245 SUMMER ST,-71.053832,42.351429
858699,0212,JUN,2016,245 SUMMER ST,-71.053832,42.351429
858702,0210,MAR,2016,136 HARRISON AVE,-71.06151,42.35013
858702,0210,MAY,2015,136 HARRISON AVE,-71.06151,42.35013
858702,0210,JUL,2017,136 HARRISON AVE,-71.06151,42.35013
858702,0210,FEB,2017,136 HARRISON AVE,-71.06151,42.35013
858702,0210,NOV,2018,136 HARRISON AVE,-71.06151,42.35013
858702,0210,JUL,2016,136 HARRISON AVE,-71.06151,42.35013
858702,0210,DEC,2015,136 HARRISON AVE,-71.06151,42.35013
858702,0210,JAN,2018,136 HARRISON AVE,-71.06151,42.35013
858705,0210,SEP,2018,136 HARRISON AVE,-71.06151,42.35013
858705,0210,SEP,2016,136 HARRISON AVE,-71.06151,42.35013
858705,0210,NOV,2017,136 HARRISON AVE,-71.06151,42.35013
858705,0210,SEP,2017,136 HARRISON AVE,-71.06151,42.35013
858705,0210,JAN,2017,136 HARRISON AVE,-71.06151,42.35013
858705,0210,AUG,2017,136 HARRISON AVE,-71.06151,42.35013
858705,0210,SEP,2017,136 HARRISON AVE,-71.06151,42.35013
858705,0210,MAR,2018,136 HARRISON AVE,-71.06151,42.35013
858710,0215,SEP,2016,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
858710,0215,NOV,2015,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
858710,0215,FEB,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
858710,0215,MAR,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
858710,0215,DEC,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
858744,0210,MAY,2018,136 HARRISON AVE,-71.06151,42.35013
858744,0210,DEC,2015,136 HARRISON AVE,-71.06151,42.35013
858744,0210,MAR,2017,136 HARRISON AVE,-71.06151,42.35013
858744,0210,DEC,2016,136 HARRISON AVE,-71.06151,42.35013
858744,0210,APR,2017,136 HARRISON AVE,-71.06151,42.35013
858744,0210,JAN,2017,286 NEWBURY ST,-71.08442,42.34886
858747,0210,DEC,2017,286 NEWBURY ST,-71.08442,42.34886
858747,0210,DEC,2018,286 NEWBURY ST,-71.08442,42.34886
858747,0210,DEC,2015,286 NEWBURY ST,-71.08442,42.34886
858747,0210,FEB,2018,286 NEWBURY ST,-71.08442,42.34886
858747,0210,DEC,2016,286 NEWBURY ST,-71.08442,42.34886
858747,0210,FEB,2016,286 NEWBURY ST,-71.08442,42.34886
858753,0210,NOV,2017,286 NEWBURY ST,-71.08442,42.34886
858753,0210,DEC,2017,286 NEWBURY ST,-71.08442,42.34886
858753,0210,NOV,2018,286 NEWBURY ST,-71.08442,42.34886
858753,0210,OCT,2016,286 NEWBURY ST,-71.08442,42.34886
858753,0210,FEB,2016,286 NEWBURY ST,-71.08442,42.34886
858753,0210,NOV,2016,286 NEWBURY ST,-71.08442,42.34886
858754,0212,MAR,2016,245 SUMMER ST,-71.053832,42.351429
858754,0212,JAN,2018,245 SUMMER ST,-71.053832,42.351429
858754,0212,MAR,2015,245 SUMMER ST,-71.053832,42.351429
858754,0212,FEB,2018,245 SUMMER ST,-71.053832,42.351429
858833,0231,MAY,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858833,0231,SEP,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,APR,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,NOV,2016,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,AUG,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,NOV,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,JAN,2017,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,JUL,2018,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858836,0231,JUL,2015,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
858838,0210,JUN,2018,286 NEWBURY ST,-71.08442,42.34886
858838,0210,FEB,2016,286 NEWBURY ST,-71.08442,42.34886
858838,0210,AUG,2015,286 NEWBURY ST,-71.08442,42.34886
858838,0210,JAN,2018,286 NEWBURY ST,-71.08442,42.34886
858838,0210,MAR,2017,286 NEWBURY ST,-71.08442,42.34886
858838,0210,DEC,2017,286 NEWBURY ST,-71.08442,42.34886
858838,0210,FEB,2016,286 NEWBURY ST,-71.08442,42.34886
859335,0212,NOV,2018,245 SUMMER ST,-71.053832,42.351429
859335,0212,AUG,2017,245 SUMMER ST,-71.053832,42.351429
859335,0212,JUL,2016,245 SUMMER ST,-71.053832,42.351429
859335,0212,NOV,2018,245 SUMMER ST,-71.053832,42.351429
859335,0212,FEB,2017,245 SUMMER ST,-71.053832,42.351429
859335,0212,DEC,2015,245 SUMMER ST,-71.053832,42.351429
859366,0215,JUL,2016,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
859366,0215,FEB,2017,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
859366,0215,MAY,2018,BERKELEY ST / COLUMBUS AVE,-71.071717,42.348569
859366,0215,NOV,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859366,0215,FEB,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859366,0215,APR,2015,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859366,0215,DEC,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859491,0212,JUL,2015,245 SUMMER ST,-71.053832,42.351429
859491,0212,MAR,2015,245 SUMMER ST,-71.053832,42.351429
859491,0212,NOV,2017,245 SUMMER ST,-71.053832,42.351429
859491,0212,DEC,2018,245 SUMMER ST,-71.053832,42.351429
859491,0212,JAN,2017,245 SUMMER ST,-71.053832,42.351429
859491,0212,DEC,2016,EVANS WY / FENWAY,-71.097874,42.33775
859491,0212,MAR,2018,EVANS WY / FENWAY,-71.097874,42.33775
859493,0215,JAN,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859493,0215,DEC,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859493,0215,FEB,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859493,0215,DEC,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859493,0215,NOV,2016,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859493,0215,SEP,2016,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859494,0231,FEB,2016,SCOTIA ST / ST CECILIA ST,-71.086309,42.346598
859494,0231,SEP,2017,132 IPSWICH ST,-71.093664,42.347427
859494,0231,JUL,2017,132 IPSWICH ST,-71.093664,42.347427
859496,0231,MAR,2018,132 IPSWICH ST,-71.093664,42.347427
859496,0231,MAR,2016,132 IPSWICH ST,-71.093664,42.347427
859496,0231,OCT,2018,132 IPSWICH ST,-71.093664,42.347427
859497,0231,MAR,2017,132 IPSWICH ST,-71.093664,42.347427
859497,0231,NOV,2016,132 IPSWICH ST,-71.093664,42.347427
859497,0231,NOV,2015,132 IPSWICH ST,-71.093664,42.347427
859497,0231,APR,2017,132 IPSWICH ST,-71.093664,42.347427
859497,0231,JAN,2018,132 IPSWICH ST,-71.093664,42.347427
859497,0231,MAR,2017,132 IPSWICH ST,-71.093664,42.347427
859498,0215,DEC,2015,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,DEC,2016,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,NOV,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,MAY,2015,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,JAN,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,AUG,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859498,0215,APR,2015,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859501,0210,MAR,2017,286 NEWBURY ST,-71.08442,42.34886
859501,0210,MAR,2018,286 NEWBURY ST,-71.08442,42.34886
859501,0210,JUL,2015,286 NEWBURY ST,-71.08442,42.34886
859501,0210,DEC,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
859502,0212,JUL,2016,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,FEB,2016,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,FEB,2017,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,NOV,2018,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,DEC,2017,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,FEB,2018,EVANS WY / FENWAY,-71.097874,42.33775
859502,0212,NOV,2016,EVANS WY / FENWAY,-71.097874,42.33775
859506,0215,JAN,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859506,0215,NOV,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859506,0215,DEC,2018,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859506,0215,JAN,2017,CHAUNCY ST / SUMMER ST,-71.058777,42.353591
859506,0215,MAY,2018,OLIVER ST / HIGH ST,-71.052692,42.355111
859506,0215,JUN,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859506,0215,MAR,2015,OLIVER ST / HIGH ST,-71.052692,42.355111
859507,0231,JUL,2018,132 IPSWICH ST,-71.093664,42.347427
859507,0231,FEB,2018,132 IPSWICH ST,-71.093664,42.347427
859507,0231,DEC,2016,132 IPSWICH ST,-71.093664,42.347427
859510,0231,JAN,2017,132 IPSWICH ST,-71.093664,42.347427
859510,0231,DEC,2017,132 IPSWICH ST,-71.093664,42.347427
859510,0231,MAY,2015,132 IPSWICH ST,-71.093664,42.347427
859510,0231,JUN,2017,132 IPSWICH ST,-71.093664,42.347427
859511,0231,SEP,2017,132 IPSWICH ST,-71.093664,42.347427
859511,0231,APR,2017,132 IPSWICH ST,-71.093664,42.347427
859511,0231,MAR,2017,132 IPSWICH ST,-71.093664,42.347427
859511,0231,AUG,2017,939 BOYLSTON ST,-71.085006,42.348269
859513,0215,JAN,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859513,0215,JUL,2015,OLIVER ST / HIGH ST,-71.052692,42.355111
859513,0215,MAR,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859513,0215,DEC,2018,OLIVER ST / HIGH ST,-71.052692,42.355111
859516,0231,JUL,2017,939 BOYLSTON ST,-71.085006,42.348269
859516,0231,MAR,2017,939 BOYLSTON ST,-71.085006,42.348269
859516,0231,JAN,2017,939 BOYLSTON ST,-71.085006,42.348269
859516,0231,DEC,2015,939 BOYLSTON ST,-71.085006,42.348269
859516,0231,JUL,2016,939 BOYLSTON ST,-71.085006,42.348269
859516,0231,NOV,2018,939 BOYLSTON ST,-71.085006,42.348269
859517,0215,DEC,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859517,0215,SEP,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859517,0215,APR,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859517,0215,NOV,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,FEB,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,MAY,2015,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,SEP,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,DEC,2015,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,FEB,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,NOV,2018,OLIVER ST / HIGH ST,-71.052692,42.355111
859518,0215,MAR,2017,OLIVER ST / HIGH ST,-71.052692,42.355111
859519,0210,SEP,2016,33 GAINSBOROUGH ST,-71.08594,42.34126
859519,0210,APR,2017,33 GAINSBOROUGH ST,-71.08594,42.34126
859519,0210,NOV,2017,33 GAINSBOROUGH ST,-71.08594,42.34126
859519,0210,OCT,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
859519,0210,JAN,2018,33 GAINSBOROUGH ST,-71.08594,42.34126
859520,0215,MAR,2018,OLIVER ST / HIGH ST,-71.052692,42.355111
859520,0215,DEC,2015,OLIVER ST / HIGH ST,-71.052692,42.355111
859520,0215,NOV,2016,OLIVER ST / HIGH ST,-71.052692,42.355111
859520,0215,JAN,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,NOV,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,APR,2015,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,MAR,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,JUL,2015,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,MAR,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,DEC,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859527,0215,DEC,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859528,0231,JAN,2018,939 BOYLSTON ST,-71.085006,42.348269
859528,0231,DEC,2016,939 BOYLSTON ST,-71.085006,42.348269
859528,0231,NOV,2016,939 BOYLSTON ST,-71.085006,42.348269
859528,0231,DEC,2018,939 BOYLSTON ST,-71.085006,42.348269
859528,0231,JAN,2017,939 BOYLSTON ST,-71.085006,42.348269
859530,0215,NOV,2018,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,APR,2015,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,JUL,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,JUN,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,MAR,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,DEC,2015,VALENTI WAY / CANAL ST,-71.059896,42.364334
859530,0215,MAR,2015,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,JUL,2018,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,JUL,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,JUN,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,MAR,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,AUG,2017,VALENTI WAY / CANAL ST,-71.059896,42.364334
859537,0215,FEB,2016,VALENTI WAY / CANAL ST,-71.059896,42.364334
861377,0231,JUL,2015,939 BOYLSTON ST,-71.085006,42.348269
861377,0231,JUN,2015,939 BOYLSTON ST,-71.085006,42.348269
861377,0231,SEP,2016,939 BOYLSTON ST,-71.085006,42.348269
861377,0231,MAR,2018,939 BOYLSTON ST,-71.085006,42.348269
861377,0231,DEC,2016,939 BOYLSTON ST,-71.085006,42.348269
861377,0231,AUG,2017,939 BOYLSTON ST,-71.085006,42.348269
861380,0212,FEB,2018,EVANS WY / FENWAY,-71.097874,42.33775
861380,0212,DEC,2016,EVANS WY / FENWAY,-71.097874,42.33775
861380,0212,DEC,2015,EVANS WY / FENWAY,-71.097874,42.33775
861380,0212,MAR,2015,EVANS WY / FENWAY,-71.097874,42.33775
861380,0212,MAY,2015,EVANS WY / FENWAY,-71.097874,42.33775
861380,0212,FEB,2018,EVANS WY / FENWAY,-71.097874,42.33775
861383,0231,JAN,2017,939 BOYLSTON ST,-71.085006,42.348269
861383,0231,DEC,2017,939 BOYLSTON ST,-71.085006,42.348269
861383,0231,NOV,2016,939 BOYLSTON ST,-71.085006,42.348269
861383,0231,APR,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861384,0231,JUL,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861384,0231,JAN,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861384,0231,JUL,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861384,0231,FEB,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861386,0231,JUL,2016,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861386,0231,NOV,2016,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861386,0231,JAN,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861386,0231,NOV,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861386,0231,APR,2015,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861387,0231,MAY,2015,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861387,0231,FEB,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861387,0231,NOV,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861387,0231,JAN,2017,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861387,0231,DEC,2018,BATTERYMARCH ST / MILK ST,-71.057649,42.356882
861392,0212,MAR,2018,EVANS WY / FENWAY,-71.097874,42.33775
861392,0212,FEB,2017,EVANS WY / FENWAY,-71.097874,42.33775
861392,0212,DEC,2016,EVANS WY / FENWAY,-71.097874,42.33775
861392,0212,MAR,2018,EVANS WY / FENWAY,-71.097874,42.33775
861392,0212,JAN,2017,EVANS WY / FENWAY,-71.097874,42.33775
861392,0212,FEB,2016,EVANS WY / FENWAY,-71.097874,42.33775
