Car No,Expense Center,Month,Year,location,lon,lat
137202,0212,OCT,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
137339,0212,JUN,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137339,0212,JUL,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
137339,0212,SEP,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
137341,0212,JUL,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
137341,0212,OCT,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
137341,0212,OCT,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
137341,0212,APR,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
137455,0215,AUG,2016,MILK ST / PEARL ST,-71.055763,42.356907
137455,0215,FEB,2015,MILK ST / PEARL ST,-71.055763,42.356907
137500,0215,JUN,2015,MILK ST / PEARL ST,-71.055763,42.356907
137500,0215,JUN,2018,MILK ST / PEARL ST,-71.055763,42.356907
137500,0215,JUN,2016,MILK ST / PEARL ST,-71.055763,42.356907
137500,0215,JAN,2015,MILK ST / PEARL ST,-71.055763,42.356907
137500,0215,AUG,2015,MILK ST / PEARL ST,-71.055763,42.356907
137515,0231,APR,2017,241 A ST,-71.05111,42.34655
137515,0231,MAY,2016,241 A ST,-71.05111,42.34655
137515,0231,SEP,2015,241 A ST,-71.05111,42.34655
137673,0210,MAR,2015,103 ARCH ST,-71.05886,42.35487
137673,0210,MAY,2018,103 ARCH ST,-71.05886,42.35487
137673,0210,JAN,2015,103 ARCH ST,-71.05886,42.35487
137673,0210,OCT,2015,103 ARCH ST,-71.05886,42.35487
137673,0210,MAR,2018,103 ARCH ST,-71.05886,42.35487
137769,0215,JAN,2015,MILK ST / PEARL ST,-71.055763,42.356907
137769,0215,FEB,2017,MILK ST / PEARL ST,-71.055763,42.356907
137769,0215,APR,2018,MILK ST / PEARL ST,-71.055763,42.356907
137786,0215,JUN,2015,MILK ST / PEARL ST,-71.055763,42.356907
137786,0215,JUL,2016,MILK ST / PEARL ST,-71.055763,42.356907
137786,0215,DEC,2018,MILK ST / PEARL ST,-71.055763,42.356907
137786,0215,JUN,2018,MILK ST / PEARL ST,-71.055763,42.356907
138115,0210,AUG,2017,103 ARCH ST,-71.05886,42.35487
138115,0210,DEC,2016,103 ARCH ST,-71.05886,42.35487
138115,0210,NOV,2017,103 ARCH ST,-71.05886,42.35487
138835,0212,JUL,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
138835,0212,JUN,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
138835,0212,APR,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
138835,0212,OCT,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
138835,0212,JUN,2018,CHARLES ST / BEACON ST,-71.070508,42.358595
138835,0212,OCT,2016,CHARLES ST / BEACON ST,-71.070508,42.358595
138859,0210,DEC,2015,103 ARCH ST,-71.05886,42.35487
138859,0210,JUL,2017,103 ARCH ST,-71.05886,42.35487
138859,0210,SEP,2016,103 ARCH ST,-71.05886,42.35487
138859,0210,OCT,2017,103 ARCH ST,-71.05886,42.35487
138906,0210,NOV,2016,103 ARCH ST,-71.05886,42.35487
138906,0210,AUG,2018,103 ARCH ST,-71.05886,42.35487
138906,0210,MAR,2016,103 ARCH ST,-71.05886,42.35487
138915,0212,FEB,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
138915,0212,MAR,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
138915,0212,AUG,2015,CHARLES ST / BEACON ST,-71.070508,42.358595
138915,0212,SEP,2017,CHARLES ST / BEACON ST,-71.070508,42.358595
138924,0212,OCT,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138924,0212,DEC,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138933,0212,DEC,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138933,0212,APR,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138933,0212,APR,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138947,0215,MAR,2018,MILK ST / PEARL ST,-71.055763,42.356907
138947,0215,MAR,2018,MILK ST / PEARL ST,-71.055763,42.356907
138947,0215,MAY,2016,1 INDIA ST,-70.09867,41.28447
138947,0215,MAY,2018,1 INDIA ST,-70.09867,41.28447
138947,0215,MAR,2016,1 INDIA ST,-70.09867,41.28447
138951,0215,NOV,2018,1 INDIA ST,-70.09867,41.28447
138951,0215,OCT,2015,1 INDIA ST,-70.09867,41.28447
138951,0215,DEC,2015,1 INDIA ST,-70.09867,41.28447
138951,0215,MAR,2016,1 INDIA ST,-70.09867,41.28447
138957,0212,JUN,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138957,0212,SEP,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138957,0212,MAY,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138957,0212,JUL,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
138971,0215,AUG,2017,1 INDIA ST,-70.09867,41.28447
138971,0215,JUN,2015,1 INDIA ST,-70.09867,41.28447
138971,0215,JUN,2018,1 INDIA ST,-70.09867,41.28447
138989,0210,JUN,2015,103 ARCH ST,-71.05886,42.35487
138989,0210,JUL,2016,103 ARCH ST,-71.05886,42.35487
138989,0210,JAN,2015,103 ARCH ST,-71.05886,42.35487
138989,0210,DEC,2016,103 ARCH ST,-71.05886,42.35487
138996,0215,NOV,2018,1 INDIA ST,-70.09867,41.28447
138996,0215,JUN,2015,1 INDIA ST,-70.09867,41.28447
138996,0215,FEB,2017,1 INDIA ST,-70.09867,41.28447
139039,0215,JUL,2018,1 INDIA ST,-70.09867,41.28447
139039,0215,AUG,2016,1 INDIA ST,-70.09867,41.28447
139039,0215,JUN,2015,1 INDIA ST,-70.09867,41.28447
139044,0210,NOV,2017,415 NEWBURY EXT,-71.089811,42.348258
139044,0210,APR,2017,415 NEWBURY EXT,-71.089811,42.348258
139044,0210,OCT,2017,415 NEWBURY EXT,-71.089811,42.348258
139046,0210,JUL,2018,415 NEWBURY EXT,-71.089811,42.348258
139046,0210,JUL,2017,415 NEWBURY EXT,-71.089811,42.348258
139046,0210,JAN,2015,415 NEWBURY EXT,-71.089811,42.348258
139046,0210,DEC,2015,415 NEWBURY EXT,-71.089811,42.348258
139048,0210,AUG,2018,415 NEWBURY EXT,-71.089811,42.348258
139048,0210,AUG,2015,415 NEWBURY EXT,-71.089811,42.348258
139059,0215,DEC,2015,1 INDIA ST,-70.09867,41.28447
139059,0215,OCT,2016,1 INDIA ST,-70.09867,41.28447
139060,0210,OCT,2015,415 NEWBURY EXT,-71.089811,42.348258
139060,0210,MAY,2016,415 NEWBURY EXT,-71.089811,42.348258
139060,0210,JAN,2015,415 NEWBURY EXT,-71.089811,42.348258
139060,0210,JUL,2015,415 NEWBURY EXT,-71.089811,42.348258
139070,0210,NOV,2018,415 NEWBURY EXT,-71.089811,42.348258
139070,0210,JUN,2017,415 NEWBURY EXT,-71.089811,42.348258
139070,0210,JAN,2015,415 NEWBURY EXT,-71.089811,42.348258
139070,0210,JUL,2016,415 NEWBURY EXT,-71.089811,42.348258
139077,0210,OCT,2018,415 NEWBURY EXT,-71.089811,42.348258
139077,0210,MAR,2017,415 NEWBURY EXT,-71.089811,42.348258
139077,0210,JUN,2017,415 NEWBURY EXT,-71.089811,42.348258
139079,0210,FEB,2015,415 NEWBURY EXT,-71.089811,42.348258
139079,0210,NOV,2016,415 NEWBURY EXT,-71.089811,42.348258
139079,0210,MAY,2017,415 NEWBURY EXT,-71.089811,42.348258
139084,0215,FEB,2016,1 INDIA ST,-70.09867,41.28447
139084,0215,JUN,2017,1 INDIA ST,-70.09867,41.28447
139084,0215,JUL,2018,1 INDIA ST,-70.09867,41.28447
139084,0215,FEB,2016,1 INDIA ST,-70.09867,41.28447
140160,0231,JUN,2017,241 A ST,-71.05111,42.34655
140160,0231,JUN,2017,241 A ST,-71.05111,42.34655
140160,0231,SEP,2018,241 A ST,-71.05111,42.34655
140160,0231,NOV,2015,241 A ST,-71.05111,42.34655
140160,0231,JAN,2015,241 A ST,-71.05111,42.34655
140160,0231,JAN,2015,241 A ST,-71.05111,42.34655
140160,0231,JUN,2017,241 A ST,-71.05111,42.34655
140168,0231,APR,2018,241 A ST,-71.05111,42.34655
140168,0231,JUL,2018,241 A ST,-71.05111,42.34655
140168,0231,MAY,2018,241 A ST,-71.05111,42.34655
140168,0231,MAR,2016,241 A ST,-71.05111,42.34655
140168,0231,NOV,2015,241 A ST,-71.05111,42.34655
140168,0231,NOV,2015,241 A ST,-71.05111,42.34655
140168,0231,NOV,2018,241 A ST,-71.05111,42.34655
142258,0231,MAY,2016,241 A ST,-71.05111,42.34655
142258,0231,FEB,2015,241 A ST,-71.05111,42.34655
142258,0231,MAR,2017,241 A ST,-71.05111,42.34655
142258,0231,JUN,2017,125 HIGH ST,-71.053027,42.355514
142258,0231,FEB,2016,125 HIGH ST,-71.053027,42.355514
142258,0231,NOV,2018,125 HIGH ST,-71.053027,42.355514
142258,0231,JUL,2018,125 HIGH ST,-71.053027,42.355514
142266,0231,JUN,2015,125 HIGH ST,-71.053027,42.355514
142266,0231,APR,2018,125 HIGH ST,-71.053027,42.355514
142266,0231,JUL,2016,125 HIGH ST,-71.053027,42.355514
142460,0231,JUL,2017,125 HIGH ST,-71.053027,42.355514
142460,0231,JUL,2015,125 HIGH ST,-71.053027,42.355514
142460,0231,NOV,2015,125 HIGH ST,-71.053027,42.355514
142460,0231,OCT,2018,125 HIGH ST,-71.053027,42.355514
142460,0231,DEC,2017,125 HIGH ST,-71.053027,42.355514
142460,0231,JAN,2015,125 HIGH ST,-71.053027,42.355514
142465,0231,NOV,2016,125 HIGH ST,-71.053027,42.355514
142465,0231,AUG,2017,125 HIGH ST,-71.053027,42.355514
142465,0231,AUG,2018,125 HIGH ST,-71.053027,42.355514
142465,0231,AUG,2015,125 HIGH ST,-71.053027,42.355514
142465,0231,MAR,2016,125 HIGH ST,-71.053027,42.355514
142465,0231,MAY,2017,125 HIGH ST,-71.053027,42.355514
142465,0231,MAY,2018,125 HIGH ST,-71.053027,42.355514
14250,0231,MAR,2016,125 HIGH ST,-71.053027,42.355514
14250,0231,JUN,2016,125 HIGH ST,-71.053027,42.355514
14250,0231,JAN,2015,125 HIGH ST,-71.053027,42.355514
14250,0231,MAR,2018,125 HIGH ST,-71.053027,42.355514
14250,0231,OCT,2015,125 HIGH ST,-71.053027,42.355514
14272,0212,JUL,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
14272,0212,MAY,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
14272,0212,JAN,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
14272,0212,AUG,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
14342,0231,OCT,2017,125 HIGH ST,-71.053027,42.355514
14342,0231,MAY,2017,125 HIGH ST,-71.053027,42.355514
14342,0231,OCT,2015,125 HIGH ST,-71.053027,42.355514
14342,0231,NOV,2018,125 HIGH ST,-71.053027,42.355514
14349,0231,NOV,2015,125 HIGH ST,-71.053027,42.355514
14349,0231,JAN,2016,125 HIGH ST,-71.053027,42.355514
14349,0231,DEC,2017,7 EXCHANGE PLACE,-71.05597,42.35801
14349,0231,JAN,2015,7 EXCHANGE PLACE,-71.05597,42.35801
14349,0231,MAY,2015,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,JAN,2016,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,SEP,2015,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,JUN,2015,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,APR,2018,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,APR,2017,7 EXCHANGE PLACE,-71.05597,42.35801
149007,0231,FEB,2015,7 EXCHANGE PLACE,-71.05597,42.35801
150887,0231,JUN,2015,7 EXCHANGE PLACE,-71.05597,42.35801
150887,0231,JUN,2017,7 EXCHANGE PLACE,-71.05597,42.35801
150887,0231,JAN,2016,7 EXCHANGE PLACE,-71.05597,42.35801
150887,0231,JUN,2016,7 EXCHANGE PLACE,-71.05597,42.35801
150887,0231,JAN,2016,7 EXCHANGE PLACE,-71.05597,42.35801
155804,0231,OCT,2018,7 EXCHANGE PLACE,-71.05597,42.35801
155804,0231,DEC,2017,7 EXCHANGE PLACE,-71.05597,42.35801
155833,0210,JUL,2018,415 NEWBURY EXT,-71.089811,42.348258
155833,0210,NOV,2017,415 NEWBURY EXT,-71.089811,42.348258
155833,0210,MAY,2016,415 NEWBURY EXT,-71.089811,42.348258
155837,0212,MAY,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
155837,0212,SEP,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
155837,0212,OCT,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
156765,0210,MAR,2016,415 NEWBURY EXT,-71.089811,42.348258
156765,0210,NOV,2015,415 NEWBURY EXT,-71.089811,42.348258
156929,0215,AUG,2018,1 INDIA ST,-70.09867,41.28447
156929,0215,JUL,2016,1 INDIA ST,-70.09867,41.28447
156929,0215,JUN,2017,1 INDIA ST,-70.09867,41.28447
156929,0215,FEB,2016,1 INDIA ST,-70.09867,41.28447
156929,0215,NOV,2018,1 INDIA ST,-70.09867,41.28447
156955,0215,JUL,2015,1 INDIA ST,-70.09867,41.28447
156955,0215,OCT,2015,1 INDIA ST,-70.09867,41.28447
156955,0215,MAY,2017,1 INDIA ST,-70.09867,41.28447
156955,0215,JAN,2016,1 INDIA ST,-70.09867,41.28447
156964,0210,DEC,2015,25 NEW CHARDON ST,-71.061748,42.362123
156964,0210,NOV,2015,25 NEW CHARDON ST,-71.061748,42.362123
156964,0210,JUL,2018,25 NEW CHARDON ST,-71.061748,42.362123
156964,0210,AUG,2015,25 NEW CHARDON ST,-71.061748,42.362123
156964,0210,JUN,2017,25 NEW CHARDON ST,-71.061748,42.362123
157569,0212,MAR,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
157569,0212,JUN,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
157569,0212,OCT,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
157693,0210,AUG,2017,25 NEW CHARDON ST,-71.061748,42.362123
157693,0210,APR,2018,25 NEW CHARDON ST,-71.061748,42.362123
157693,0210,JAN,2016,25 NEW CHARDON ST,-71.061748,42.362123
157693,0210,JAN,2016,25 NEW CHARDON ST,-71.061748,42.362123
157694,0215,SEP,2016,1 INDIA ST,-70.09867,41.28447
157694,0215,JUN,2017,1 INDIA ST,-70.09867,41.28447
157694,0215,DEC,2015,1 INDIA ST,-70.09867,41.28447
157694,0215,FEB,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157695,0215,FEB,2016,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157695,0215,SEP,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157695,0215,JUN,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157695,0215,MAR,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157696,0215,DEC,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157696,0215,FEB,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157696,0215,MAY,2016,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157696,0215,DEC,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157696,0215,MAY,2016,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157719,0215,JUL,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
157719,0215,NOV,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158321,0212,MAR,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
158333,0215,MAY,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158333,0215,AUG,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158333,0215,NOV,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158333,0215,FEB,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158333,0215,JUN,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
158341,0212,SEP,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
158341,0212,JUL,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
158341,0212,APR,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
158345,0210,OCT,2015,25 NEW CHARDON ST,-71.061748,42.362123
158345,0210,NOV,2015,25 NEW CHARDON ST,-71.061748,42.362123
158345,0210,NOV,2018,25 NEW CHARDON ST,-71.061748,42.362123
159472,0215,SEP,2016,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
159472,0215,APR,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
159474,0212,JUN,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159474,0212,SEP,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159475,0212,FEB,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159475,0212,JAN,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159475,0212,AUG,2015,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159475,0212,JUL,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159475,0212,JAN,2016,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159476,0210,DEC,2015,25 NEW CHARDON ST,-71.061748,42.362123
159477,0210,OCT,2016,25 NEW CHARDON ST,-71.061748,42.362123
159477,0210,JAN,2016,25 NEW CHARDON ST,-71.061748,42.362123
159508,0210,JUN,2018,25 NEW CHARDON ST,-71.061748,42.362123
159508,0210,DEC,2015,25 NEW CHARDON ST,-71.061748,42.362123
159508,0210,FEB,2018,25 NEW CHARDON ST,-71.061748,42.362123
159508,0210,JUN,2018,25 NEW CHARDON ST,-71.061748,42.362123
159508,0210,JUN,2017,25 NEW CHARDON ST,-71.061748,42.362123
159514,0210,OCT,2017,25 NEW CHARDON ST,-71.061748,42.362123
159514,0210,MAY,2017,25 NEW CHARDON ST,-71.061748,42.362123
159514,0210,JAN,2016,25 NEW CHARDON ST,-71.061748,42.362123
159527,0212,AUG,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159527,0212,JUN,2017,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159533,0212,NOV,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159533,0212,JUN,2018,STUART ST / DARTMOUTH ST,-71.076218,42.348245
159533,0212,JUN,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159533,0212,NOV,2015,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159536,0210,DEC,2017,25 NEW CHARDON ST,-71.061748,42.362123
159536,0210,MAR,2018,25 NEW CHARDON ST,-71.061748,42.362123
159539,0210,JUL,2018,25 NEW CHARDON ST,-71.061748,42.362123
159539,0210,JUN,2017,25 NEW CHARDON ST,-71.061748,42.362123
159542,0212,JUN,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159542,0212,MAR,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159542,0212,JUN,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159542,0212,APR,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159542,0212,JAN,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159542,0212,JUL,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159546,0231,SEP,2017,7 EXCHANGE PLACE,-71.05597,42.35801
159546,0231,SEP,2016,7 EXCHANGE PLACE,-71.05597,42.35801
159552,0210,DEC,2015,25 NEW CHARDON ST,-71.061748,42.362123
159552,0210,JUN,2017,330 CONGRESS ST,-71.049291,42.35122
159555,0210,JAN,2018,330 CONGRESS ST,-71.049291,42.35122
159562,0231,FEB,2015,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,FEB,2016,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,NOV,2018,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,MAY,2017,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,FEB,2016,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,AUG,2017,7 EXCHANGE PLACE,-71.05597,42.35801
159562,0231,JUN,2017,7 EXCHANGE PLACE,-71.05597,42.35801
159572,0215,MAY,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
159573,0210,JUN,2018,330 CONGRESS ST,-71.049291,42.35122
159573,0210,SEP,2018,330 CONGRESS ST,-71.049291,42.35122
159574,0212,FEB,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159574,0212,AUG,2015,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159574,0212,JAN,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159574,0212,JUN,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159574,0212,OCT,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159577,0212,JUN,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159577,0212,JUN,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159577,0212,DEC,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159577,0212,DEC,2015,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
159578,0231,MAR,2018,7 EXCHANGE PLACE,-71.05597,42.35801
159578,0231,JUL,2018,7 EXCHANGE PLACE,-71.05597,42.35801
159578,0231,MAY,2015,GARDNER ST / BABCOCK ST,-71.12105,42.25
159578,0231,JUN,2017,GARDNER ST / BABCOCK ST,-71.12105,42.25
159578,0231,MAR,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
160460,0231,SEP,2017,GARDNER ST / BABCOCK ST,-71.12105,42.25
160460,0231,NOV,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
160546,0210,FEB,2015,330 CONGRESS ST,-71.049291,42.35122
160547,0215,AUG,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160547,0215,FEB,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160547,0215,SEP,2016,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160547,0215,NOV,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160738,0212,FEB,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160738,0212,FEB,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160738,0212,APR,2015,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160753,0210,DEC,2015,330 CONGRESS ST,-71.049291,42.35122
160762,0215,JUL,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160762,0215,JUN,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160762,0215,MAY,2017,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
160764,0212,JUN,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160764,0212,JUN,2015,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160766,0212,JUL,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160766,0212,NOV,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160766,0212,JAN,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160766,0212,JAN,2016,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
160766,0212,DEC,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
164596,0212,JUN,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
164596,0212,JUL,2017,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
164596,0212,JUL,2018,VAN NESS ST / YAWKEY WAY,-71.097218,42.346676
164596,0212,AUG,2015,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
164606,0212,FEB,2016,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
164606,0212,AUG,2016,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
164606,0212,JAN,2016,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
165782,0215,JUN,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
165782,0215,MAR,2018,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
165782,0215,NOV,2015,MEDFORD ST / N WASHINGTON ST,-71.05988,42.3687
165782,0215,FEB,2015,174 IPSWICH ST,-71.094974,42.346182
165782,0215,MAR,2017,174 IPSWICH ST,-71.094974,42.346182
165782,0215,MAY,2018,174 IPSWICH ST,-71.094974,42.346182
165861,0210,JAN,2016,330 CONGRESS ST,-71.049291,42.35122
165885,0215,JUL,2017,174 IPSWICH ST,-71.094974,42.346182
165885,0215,JAN,2016,174 IPSWICH ST,-71.094974,42.346182
165885,0215,NOV,2018,174 IPSWICH ST,-71.094974,42.346182
165908,0212,DEC,2015,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
165908,0212,SEP,2017,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
165908,0212,JUN,2018,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
165934,0210,SEP,2018,330 CONGRESS ST,-71.049291,42.35122
165934,0210,DEC,2015,330 CONGRESS ST,-71.049291,42.35122
165950,0215,DEC,2017,174 IPSWICH ST,-71.094974,42.346182
165950,0215,JUN,2015,174 IPSWICH ST,-71.094974,42.346182
165950,0215,MAY,2015,174 IPSWICH ST,-71.094974,42.346182
165950,0215,FEB,2016,174 IPSWICH ST,-71.094974,42.346182
165950,0215,SEP,2016,174 IPSWICH ST,-71.094974,42.346182
165950,0215,JUL,2017,174 IPSWICH ST,-71.094974,42.346182
165983,0215,JAN,2016,174 IPSWICH ST,-71.094974,42.346182
165983,0215,MAY,2017,174 IPSWICH ST,-71.094974,42.346182
165983,0215,NOV,2015,174 IPSWICH ST,-71.094974,42.346182
165983,0215,DEC,2017,174 IPSWICH ST,-71.094974,42.346182
165983,0215,DEC,2015,174 IPSWICH ST,-71.094974,42.346182
166006,0215,AUG,2017,174 IPSWICH ST,-71.094974,42.346182
166006,0215,APR,2016,174 IPSWICH ST,-71.094974,42.346182
166006,0215,JUN,2015,174 IPSWICH ST,-71.094974,42.346182
166041,0231,JUL,2017,GARDNER ST / BABCOCK ST,-71.12105,42.25
166042,0231,JUN,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
166042,0231,FEB,2015,GARDNER ST / BABCOCK ST,-71.12105,42.25
166043,0231,JUN,2017,GARDNER ST / BABCOCK ST,-71.12105,42.25
166043,0231,JUL,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
166050,0215,JAN,2016,174 IPSWICH ST,-71.094974,42.346182
166050,0215,JUN,2017,174 IPSWICH ST,-71.094974,42.346182
166050,0215,JUN,2016,174 IPSWICH ST,-71.094974,42.346182
166050,0215,NOV,2018,174 IPSWICH ST,-71.094974,42.346182
166050,0215,MAR,2018,174 IPSWICH ST,-71.094974,42.346182
166050,0215,JAN,2016,174 IPSWICH ST,-71.094974,42.346182
166051,0231,DEC,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
166051,0231,DEC,2015,GARDNER ST / BABCOCK ST,-71.12105,42.25
166051,0231,APR,2016,GARDNER ST / BABCOCK ST,-71.12105,42.25
166051,0231,JUN,2018,GARDNER ST / BABCOCK ST,-71.12105,42.25
166053,0212,FEB,2016,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
166053,0212,AUG,2016,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
166053,0212,DEC,2015,GRANBY ST / BAY STATE ROAD,-72.562309,42.352905
